0.065,0.065,0.025,0.02,0.02,0.02,0.025,0.02,0.05,0.04,0.04,0.04,0.025,0.02,0.02,0.02,0.025,0.04,0.04,0.04,0.05,0.02,0.02,0.02,0.02,0.02,0.065,0.065,0.065
0.003316625,0.003316625,0.000490625,0.000314,0.000314,0.000314,0.000490625,0.000314,0.0019625,0.001256,0.001256,0.001256,0.000490625,0.000314,0.000314,0.000314,0.000490625,0.001256,0.001256,0.001256,0.0019625,0.000314,0.000314,0.000314,0.000314,0.000314,0.003316625,0.003316625,0.003316625
3,12,3.6,2,4,2,3.6,3.6,7.8,2.5,4.5,0.8,4.5,2.2,2,2.2,4.5,0.8,4.5,2.5,7.8,3.8,3.8,3.8,3.8,3.8,7.4,1.1,6
14.02917892,1014.029179,641.0998067,1565.185075,18703,1565.185075,641.0998067,18703,40.06873792,97.82406719,97.82406719,97.82406719,641.0998067,1565.185075,3697,1565.185075,641.0998067,97.82406719,97.82406719,97.82406719,40.06873792,18703,3697,18703,18703,3697,14.02917892,14.02917892,14.02918
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-6
