ID,HOUR,DRY_BULB_T,DAMP,HORI_TOTAL_RAD,HORI_SCATTER_RAD,T_GROUND,T_SKY,WS,WD,B
1,0,-5.079999924,1.600000024,0,0,-6.099999905,244.25,0,0,101540
1,1,-5.190000057,1.710000038,0,0,-7.599999905,242.5899963,0,0,101540
1,2,-5.400000095,1.789999962,0,0,-9.399999619,240.5899963,1,11,101540
1,3,-5.789999962,1.830000043,0,0,-11.21000004,238.5700073,0,0,101540
1,4,-6.289999962,1.820000052,0,0,-12.76000023,236.8500061,0,0,101540
1,5,-6.78000021,1.779999971,0,0,-13.77000046,235.7599945,0,0,101540
1,6,-7.150000095,1.720000029,0,0,-13.94999981,235.6000061,0,0,101540
1,7,-7.300000191,1.649999976,0,0,-13.02000046,236.6900024,0,0,101540
1,8,-6.5,1.649999976,37.59000015,15.35999966,-10.69999981,239.2299957,3,12,101540
1,9,-4.489999771,1.74000001,147.9199982,60.43999863,-6.880000114,243.3000031,0,0,101540
1,10,-1.769999981,1.860000014,256.5400085,104.8199997,-2.079999924,248.3200073,0,0,101540
1,11,1.169999957,1.919999957,339.6700134,138.7899933,2.980000019,253.5299988,0,0,101540
1,12,3.869999886,1.830000043,222.3800049,222.3800049,7.610000134,258.1799927,0,0,101540
1,13,5.840000153,1.639999986,364.3900146,148.8899994,11.11999989,261.6199951,0,0,101540
1,14,6.599999905,1.450000048,371.2399902,106.1200027,12.80000019,263.230011,4,9,101540
1,15,6.239999771,1.409999967,200.9900055,82.12999725,12.18000031,262.5599976,0,0,101540
1,16,5.300000191,1.50999999,109.2900009,31.23999977,9.699999809,260,0,0,101540
1,17,3.960000038,1.679999948,0,0,6.03000021,256.2000122,0,0,101540
1,18,2.440000057,1.840000033,0,0,1.820000052,251.8000031,0,0,101540
1,19,0.920000017,1.960000038,0,0,-2.24000001,247.5099945,0,0,101540
1,20,-0.400000006,2,0,0,-5.5,244.0299988,1,8,101540
1,21,-1.370000005,2.00999999,0,0,-7.460000038,241.9799957,0,0,101540
1,22,-2.039999962,2.00999999,0,0,-8.319999695,241.1399994,0,0,101540
1,23,-2.50999999,2.019999981,0,0,-8.449999809,241.1199951,0,0,101540
1,24,-2.880000114,2.029999971,0,0,-8.210000038,239.9499969,0,0,101490
1,25,-3.24000001,2.049999952,0,0,-7.96999979,240.3600006,0,0,101490
1,26,-3.700000048,2.069999933,0,0,-8.100000381,240.3600006,0,0,101490
1,27,-4.309999943,2.089999914,0,0,-8.840000153,239.6600037,0,0,101490
1,28,-5,2.099999905,0,0,-9.920000076,238.5599976,0,0,101490
1,29,-5.639999866,2.099999905,0,0,-10.94999981,237.5099945,0,0,101490
1,30,-6.119999886,2.079999924,0,0,-11.52000046,236.9499969,0,0,101490
1,31,-6.300000191,2.049999952,0,0,-11.22999954,237.3200073,0,0,101490
1,32,-5.599999905,2.089999914,43.86999893,19.79000092,-9.699999809,239,2,9,101490
1,33,-3.700000048,2.230000019,85.88999939,85.88999939,-6.690000057,242.1900024,0,0,101490
1,34,-1.019999981,2.400000095,295.7200012,133.3999939,-2.640000105,246.3899994,0,0,101490
1,35,1.970000029,2.480000019,196.7799988,196.7799988,1.809999943,250.9100037,0,0,101490
1,36,4.829999924,2.359999895,219.2799988,219.2799988,6.039999962,255.0599976,0,0,101490
1,37,7.090000153,2.079999924,419.730011,189.3500061,9.449999809,258.2600098,0,0,101490
1,38,8.300000191,1.769999981,346.1199951,156.1399994,11.39999962,259.980011,1,3,101490
1,39,8.399999619,1.610000014,231.8800049,104.5999985,11.46000004,259.8900146,0,0,101490
1,40,7.809999943,1.659999967,102.4000015,46.18999863,9.960000038,258.3099976,0,0,101490
1,41,6.380000114,1.779999971,0,0,7.380000114,255.7599945,0,0,101490
1,42,4.630000114,1.919999957,0,0,4.25,252.6399994,0,0,101490
1,43,3.069999933,2.049999952,0,0,1.049999952,249.3800049,0,0,101490
1,44,2.200000048,2.230000019,0,0,-1.700000048,246.4700012,1,10,101490
1,45,2.200000048,2.460000038,0,0,-3.619999886,244.3399963,0,0,101490
1,46,2.130000114,2.609999895,0,0,-4.769999981,243.0899963,0,0,101490
1,47,1.809999943,2.640000105,0,0,-5.340000153,242.5099945,0,0,101490
1,48,1.350000024,2.559999943,0,0,-5.519999981,239.3399963,0,0,102560
1,49,0.850000024,2.440000057,0,0,-5.46999979,239.4600067,0,0,102560
1,50,0.400000006,2.279999971,0,0,-5.400000095,239.5599976,2,11,102560
1,51,0.090000004,2.109999895,0,0,-5.429999828,239.4700012,0,0,102560
1,52,-0.109999999,1.899999976,0,0,-5.489999771,239.2400055,0,0,102560
1,53,-0.25,1.710000038,0,0,-5.46999979,239.1000061,0,0,102560
1,54,-0.379999995,1.5,0,0,-5.260000229,239.1600037,0,0,102560
1,55,-0.540000021,1.289999962,0,0,-4.739999771,239.6199951,0,0,102560
1,56,-0.800000012,1.080000043,44.41999817,13.23999977,-3.799999952,240.6199951,7,16,102560
1,57,-1.179999948,0.879999995,100.4199982,100.4199982,-2.390000105,242.25,0,0,102560
1,58,-1.629999995,0.709999979,295.4400024,88.08999634,-0.709999979,244.2400055,0,0,102560
1,59,-2.089999914,0.569999993,429.1199951,86.55999756,0.949999988,246.2299957,0,0,102560
1,60,-2.5,0.460000008,478.0799866,96.44000244,2.329999924,247.8800049,0,0,102560
1,61,-2.789999962,0.389999986,460.25,92.83999634,3.130000114,248.8300018,0,0,102560
1,62,-2.900000095,0.349999994,345.6799927,103.0699997,3.099999905,248.75,10,15,102560
1,63,-3.160000086,0.340000004,136.1999969,136.1999969,2.049999952,247.5200043,0,0,102560
1,64,-3.779999971,0.330000013,60.38999939,60.38999939,0.209999993,245.4499969,0,0,102560
1,65,-4.539999962,0.330000013,0,0,-2.079999924,242.8500061,0,0,102560
1,66,-5.190000057,0.330000013,0,0,-4.5,240.0399933,0,0,102560
1,67,-5.5,0.319999993,0,0,-6.71999979,237.3300018,0,0,102560
1,68,-5.400000095,0.310000002,0,0,-8.399999619,235.0899963,5,15,102560
1,69,-5.309999943,0.25999999,0,0,-9.319999695,233.7400055,0,0,102560
1,70,-5.360000134,0.200000003,0,0,-9.659999847,233.1199951,0,0,102560
1,71,-5.550000191,0.129999995,0,0,-9.699999809,232.8899994,0,0,102560
1,72,-5.920000076,0.07,0,0,-9.720000267,231.6000061,0,0,102520
1,73,-6.460000038,0.050000001,0,0,-9.989999771,231.3099976,0,0,102520
1,74,-7.199999809,0.059999999,0,0,-10.80000019,230.6499939,5,16,102520
1,75,-8.119999886,0.109999999,0,0,-12.30000019,229.3399963,0,0,102520
1,76,-9.100000381,0.180000007,0,0,-14.15999985,227.6000061,0,0,102520
1,77,-10,0.25,0,0,-15.88000011,225.9299927,0,0,102520
1,78,-10.65999985,0.310000002,0,0,-17.01000023,224.8999939,0,0,102520
1,79,-10.93999958,0.349999994,0,0,-17.07999992,225.0700073,0,0,102520
1,80,-10.69999981,0.389999986,52.49000168,5.139999866,-15.60000038,227,2,10,102520
1,81,-9.840000153,0.400000006,199.5899963,19.55999947,-12.31999969,230.9499969,0,0,102520
1,82,-8.460000038,0.389999986,344.2200012,33.74000168,-7.800000191,236.2100067,0,0,102520
1,83,-6.71999979,0.360000014,454.8200073,44.58000183,-2.789999962,241.8200073,0,0,102520
1,84,-4.800000191,0.319999993,506.5899963,49.65000153,1.919999957,246.9100037,0,0,102520
1,85,-2.839999914,0.25999999,487.7600098,47.79999924,5.570000172,250.6300049,0,0,102520
1,86,-1,0.239999995,402.6000061,39.45999908,7.400000095,252.1799927,6,11,102520
1,87,0.100000001,0.280000001,270.3900146,26.5,6.880000114,251.25,0,0,102520
1,88,-0.140000001,0.349999994,120.4199982,11.80000019,4.460000038,248.5,0,0,102520
1,89,-0.75,0.460000008,0,0,0.829999983,244.3800049,0,0,102520
1,90,-1.580000043,0.560000002,0,0,-3.309999943,239.6199951,0,0,102520
1,91,-2.480000019,0.639999986,0,0,-7.289999962,234.9900055,0,0,102520
1,92,-3.299999952,0.680000007,0,0,-10.39999962,231.3300018,2,9,102520
1,93,-3.930000067,0.680000007,0,0,-12.14000034,229.3099976,0,0,102520
1,94,-4.400000095,0.670000017,0,0,-12.72999954,228.7100067,0,0,102520
1,95,-4.78000021,0.649999976,0,0,-12.56999969,229.0399933,0,0,102520
1,96,-5.139999866,0.629999995,0,0,-12.06000042,230.8000031,0,0,101860
1,97,-5.559999943,0.629999995,0,0,-11.60000038,231.5599976,0,0,101860
1,98,-6.099999905,0.649999976,0,0,-11.60000038,231.8099976,0,0,101860
1,99,-6.800000191,0.689999998,0,0,-12.31000042,231.2400055,0,0,101860
1,100,-7.570000172,0.730000019,0,0,-13.43999958,230.1699982,0,0,101860
1,101,-8.279999733,0.769999981,0,0,-14.53999996,229.1000061,0,0,101860
1,102,-8.800000191,0.810000002,0,0,-15.18000031,228.5399933,0,0,101860
1,103,-9,0.829999983,0,0,-14.90999985,229,0,0,101860
1,104,-8.199999809,0.879999995,27.94000053,7.889999866,-13.30000019,230.8399963,1,10,101860
1,105,-6.510000229,0.930000007,104.8799973,29.62000084,-10.09000015,234.3800049,0,0,101860
1,106,-4.380000114,0.949999988,333.5499878,63.18000031,-5.75,239.1199951,0,0,101860
1,107,-2.089999914,0.910000026,440.3800049,83.41000366,-0.939999998,244.2599945,0,0,101860
1,108,0.090000004,0.800000012,490.3800049,92.87999725,3.670000076,249.0700073,0,0,101860
1,109,1.879999995,0.589999974,255.5200043,72.16000366,7.440000057,252.7799988,0,0,101860
1,110,3,0.370000005,389.9700012,73.86000061,9.699999809,254.7799988,6,16,101860
1,111,3.319999933,0.239999995,262.269989,49.68000031,9.989999771,254.6999969,0,0,101860
1,112,3.299999952,0.200000003,117.3399963,22.22999954,8.630000114,252.9100037,0,0,101860
1,113,3.160000086,0.230000004,0,0,6.130000114,249.9299927,0,0,101860
1,114,2.839999914,0.300000012,0,0,3.019999981,246.3200073,0,0,101860
1,115,2.440000057,0.379999995,0,0,-0.200000003,242.5599976,0,0,101860
1,116,2.099999905,0.439999998,0,0,-3,239.2200012,5,15,101860
1,117,1.889999986,0.460000008,0,0,-5,236.7599945,0,0,101860
1,118,1.75,0.460000008,0,0,-6.309999943,235.1000061,0,0,101860
1,119,1.559999943,0.449999988,0,0,-7.179999828,234,0,0,101860
1,120,1.210000038,0.439999998,0,0,-7.849999905,231.7700043,0,0,102360
1,121,0.589999974,0.460000008,0,0,-8.579999924,231.1300049,0,0,102360
1,122,-0.400000006,0.5,0,0,-9.600000381,230.3099976,3,15,102360
1,123,-1.809999943,0.560000002,0,0,-11.05000019,229.1499939,0,0,102360
1,124,-3.430000067,0.620000005,0,0,-12.64000034,227.8800049,0,0,102360
1,125,-4.940000057,0.670000017,0,0,-13.94999981,226.8999939,0,0,102360
1,126,-6.059999943,0.720000029,0,0,-14.59000015,226.6399994,0,0,102360
1,127,-6.5,0.769999981,0,0,-14.14000034,227.5399933,0,0,102360
1,128,-6,0.850000024,49.56999969,12.15999985,-12.19999981,230.0399933,2,10,102360
1,129,-4.869999886,0.939999998,191.4100037,30.70999908,-8.56000042,234.4700012,0,0,102360
1,130,-3.329999924,1.029999971,328.6300049,52.72999954,-3.75,240.1600037,0,0,102360
1,131,-1.480000019,1.110000014,415.7600098,101.9899979,1.460000038,246.1699982,0,0,102360
1,132,0.550000012,1.190000057,482.6099854,77.44000244,6.349999905,251.6300049,0,0,102360
1,133,2.650000095,1.230000019,464.769989,74.56999969,10.18000031,255.6699982,0,0,102360
1,134,4.699999809,1.25999999,368.3200073,90.34999847,12.19999981,257.5100098,5,10,102360
1,135,6,1.25999999,145.7200012,145.7200012,11.89999962,256.7099915,0,0,102360
1,136,5.610000134,1.169999957,111.5400009,27.36000061,9.699999809,253.9900055,0,0,102360
1,137,4.619999886,1.070000052,0,0,6.210000038,249.8600006,0,0,102360
1,138,3.269999981,0.99000001,0,0,2.099999905,245.0299988,0,0,102360
1,139,1.820000052,0.930000007,0,0,-2.019999981,240.2200012,0,0,102360
1,140,0.5,0.899999976,0,0,-5.5,236.1699982,3,11,102360
1,141,-0.479999989,0.879999995,0,0,-7.860000134,233.4600067,0,0,102360
1,142,-1.179999948,0.889999986,0,0,-9.199999809,232.0200043,0,0,102360
1,143,-1.700000048,0.930000007,0,0,-9.779999733,231.5200043,0,0,102360
1,144,-2.140000105,0.970000029,0,0,-9.869999886,249.25,0,0,101940
1,145,-2.599999905,1.00999999,0,0,-9.720000267,249.4700012,0,0,101940
1,146,-3.200000048,1.029999971,0,0,-9.600000381,249.6799927,2,4,101940
1,147,-3.99000001,1.029999971,0,0,-9.680000305,249.6799927,0,0,101940
1,148,-4.860000134,1.019999981,0,0,-9.850000381,249.5899963,0,0,101940
1,149,-5.670000076,1,0,0,-9.909999847,249.6000061,0,0,101940
1,150,-6.269999981,0.980000019,0,0,-9.670000076,249.9100037,0,0,101940
1,151,-6.5,0.959999979,0,0,-8.930000305,250.7100067,0,0,101940
1,152,-3.599999905,1.220000029,26.87999916,18.36000061,-7.5,252.0099945,2,2,101940
1,153,-0.519999981,1.50999999,98.16000366,67.05999756,-5.28000021,254.1399994,0,0,101940
1,154,1.190000057,1.620000005,88.02999878,88.02999878,-2.529999971,256.8900146,0,0,101940
1,155,1.940000057,1.570000052,221.5899963,151.3699951,0.360000014,259.8399963,0,0,101940
1,156,2.140000105,1.470000029,246.6100006,168.4700012,3.049999952,262.6000061,0,0,101940
1,157,2.190000057,1.389999986,237.5299988,162.2599945,5.150000095,264.769989,0,0,101940
1,158,2.5,1.399999976,196.3999939,134.1600037,6.300000191,265.9500122,1,2,101940
1,159,3,1.50999999,69.37000275,69.37000275,6.25,265.8800049,0,0,101940
1,160,2.819999933,1.610000014,59.86999893,40.90000153,5.170000076,264.7999878,0,0,101940
1,161,2.339999914,1.710000038,0,0,3.359999895,262.9899902,0,0,101940
1,162,1.649999976,1.789999962,0,0,1.100000024,260.7099915,0,0,101940
1,163,0.839999974,1.820000052,0,0,-1.320000052,258.269989,0,0,101940
1,164,0,1.809999943,0,0,-3.599999905,255.9499969,0,0,101940
1,165,-0.800000012,1.730000019,0,0,-5.519999981,253.9900055,0,0,101940
1,166,-1.539999962,1.649999976,0,0,-7.039999962,252.4299927,0,0,101940
1,167,-2.220000029,1.570000052,0,0,-8.199999809,251.25,0,0,101940
1,168,-2.839999914,1.50999999,0,0,-9.029999733,245.2899933,0,0,101750
1,169,-3.400000095,1.49000001,0,0,-9.550000191,244.7899933,0,0,101750
1,170,-3.900000095,1.50999999,0,0,-9.800000191,244.6199951,3,3,101750
1,171,-4.329999924,1.590000033,0,0,-9.789999962,244.7599945,0,0,101750
1,172,-4.690000057,1.690000057,0,0,-9.470000267,245.25,0,0,101750
1,173,-4.96999979,1.809999943,0,0,-8.760000229,246.1499939,0,0,101750
1,174,-5.139999866,1.919999957,0,0,-7.610000134,247.5200043,0,0,101750
1,175,-5.199999809,2.019999981,0,0,-5.949999809,249.4299927,0,0,101750
1,176,-3.799999952,2.319999933,31.62000084,20.45999908,-3.700000048,251.8200073,3,5,101750
1,177,-1.850000024,2.700000048,57.95999908,57.95999908,-0.879999995,254.7599945,0,0,101750
1,178,-0.170000002,2.970000029,194.4499969,125.7900009,2.200000048,257.980011,0,0,101750
1,179,1.139999986,3.109999895,256.0400085,165.6300049,5.139999866,261.0400085,0,0,101750
1,180,1.99000001,3.089999914,284.8599854,184.2799988,7.550000191,263.5299988,0,0,101750
1,181,2.299999952,2.950000048,139.7299957,139.7299957,9.039999962,265.0400085,0,0,101750
1,182,1.799999952,2.720000029,227.0299988,146.8600006,9.199999809,265.2099915,0,0,101750
1,183,0.889999986,2.519999981,153.3899994,99.23000336,7.800000191,263.7399902,0,0,101750
1,184,-0.170000002,2.359999895,35.49000168,35.49000168,5.159999847,260.9599915,0,0,101750
1,185,-1.269999981,2.25,0,0,1.769999981,257.3800049,0,0,101750
1,186,-2.319999933,2.170000076,0,0,-1.889999986,253.5,0,0,101750
1,187,-3.230000019,2.130000114,0,0,-5.340000153,249.8099976,0,0,101750
1,188,-3.900000095,2.109999895,0,0,-8.100000381,246.8600006,0,0,101750
1,189,-4.269999981,2.119999886,0,0,-9.81000042,245.0200043,0,0,101750
1,190,-4.400000095,2.160000086,0,0,-10.56999969,244.2100067,0,0,101750
1,191,-4.369999886,2.210000038,0,0,-10.63000011,244.1699982,0,0,101750
1,192,-4.289999962,2.25,0,0,-10.19999981,249.5700073,0,0,101970
1,193,-4.230000019,2.289999962,0,0,-9.510000229,250.2899933,0,0,101970
1,194,-4.300000191,2.299999952,0,0,-8.800000191,251.0500031,2,2,101970
1,195,-4.550000191,2.269999981,0,0,-8.229999542,251.6600037,0,0,101970
1,196,-4.909999847,2.210000038,0,0,-7.739999771,252.1999969,0,0,101970
1,197,-5.28000021,2.130000114,0,0,-7.210000038,252.7700043,0,0,101970
1,198,-5.579999924,2.059999943,0,0,-6.510000229,253.5200043,0,0,101970
1,199,-5.699999809,1.99000001,0,0,-5.510000229,254.5500031,0,0,101970
1,200,-2.5,2.519999981,37.45999908,24.14999962,-4.099999905,255.8600006,2,2,101970
1,201,0.839999974,3.170000076,61.09000015,61.09000015,-2.210000038,257.6700134,0,0,101970
1,202,2.579999924,3.359999895,226.3200073,145.9199982,-0.059999999,259.8099976,0,0,101970
1,203,3.170000076,3.25,136.9100037,136.9100037,2.099999905,261.9899902,0,0,101970
1,204,3.039999962,3.00999999,331.1199951,213.4900055,3.99000001,263.9200134,0,0,101970
1,205,2.630000114,2.769999981,319,205.6799927,5.349999905,265.3099976,0,0,101970
1,206,2.400000095,2.650000095,121.4499969,121.4499969,5.900000095,265.8800049,2,7,101970
1,207,2.5,2.710000038,82.19999695,82.19999695,5.46999979,265.4299927,0,0,101970
1,208,2.210000038,2.769999981,81.66999817,52.65999985,4.230000019,264.1900024,0,0,101970
1,209,1.470000029,2.789999962,0,0,2.470000029,262.4200134,0,0,101970
1,210,0.479999989,2.769999981,0,0,0.439999998,260.3999939,0,0,101970
1,211,-0.540000021,2.680000067,0,0,-1.570000052,258.3699951,0,0,101970
1,212,-1.399999976,2.599999905,0,0,-3.299999952,256.6199951,2,8,101970
1,213,-1.929999948,2.539999962,0,0,-4.539999962,255.3500061,0,0,101970
1,214,-2.180000067,2.5,0,0,-5.349999905,254.5200043,0,0,101970
1,215,-2.24000001,2.470000029,0,0,-5.849999905,253.9900055,0,0,101970
1,216,-2.180000067,2.430000067,0,0,-6.159999847,249.0700073,0,0,102540
1,217,-2.109999895,2.400000095,0,0,-6.409999847,248.7700043,0,0,102540
1,218,-2.099999905,2.339999914,0,0,-6.699999809,248.4100037,2,4,102540
1,219,-2.220000029,2.269999981,0,0,-7.119999886,247.9400024,0,0,102540
1,220,-2.400000095,2.190000057,0,0,-7.519999981,247.4900055,0,0,102540
1,221,-2.549999952,2.109999895,0,0,-7.710000038,247.2599945,0,0,102540
1,222,-2.579999924,2.039999962,0,0,-7.489999771,247.4600067,0,0,102540
1,223,-2.390000105,1.980000019,0,0,-6.690000057,248.3000031,0,0,102540
1,224,-1.899999976,1.940000057,54.09000015,31.29999924,-5.099999905,249.9499969,1,3,102540
1,225,-1.059999943,1.909999967,74.19999695,74.19999695,-2.640000105,252.5200043,0,0,102540
1,226,-0.02,1.870000005,126.0699997,126.0699997,0.340000004,255.6100006,0,0,102540
1,227,1.019999981,1.820000052,165.6699982,165.6699982,3.380000114,258.7600098,0,0,102540
1,228,1.860000014,1.730000019,468.9299927,271.3599854,6.019999981,261.480011,0,0,102540
1,229,2.299999952,1.649999976,451.8299866,261.4700012,7.820000172,263.3299866,0,0,102540
1,230,2.099999905,1.570000052,147.0399933,147.0399933,8.300000191,263.8500061,3,9,102540
1,231,1.019999981,1.50999999,99.69000244,99.69000244,7.170000076,262.7600098,0,0,102540
1,232,-0.610000014,1.440000057,45.81000137,45.81000137,4.760000229,260.3500061,0,0,102540
1,233,-2.289999962,1.399999976,0,0,1.549999952,257.0700073,0,0,102540
1,234,-3.519999981,1.419999957,0,0,-1.99000001,253.3999939,0,0,102540
1,235,-3.799999952,1.539999962,0,0,-5.360000134,249.7799988,0,0,102540
1,236,-3.099999905,1.779999971,0,0,-8.100000381,246.75,2,9,102540
1,237,-2.789999962,1.940000057,0,0,-9.829999924,244.8399963,0,0,102540
1,238,-3.099999905,1.970000029,0,0,-10.68999958,243.9600067,0,0,102540
1,239,-3.829999924,1.909999967,0,0,-10.89999962,243.8200073,0,0,102540
1,240,-4.789999962,1.789999962,0,0,-10.71000004,248.9499969,0,0,102440
1,241,-5.809999943,1.659999967,0,0,-10.35999966,249.3699951,0,0,102440
1,242,-6.699999809,1.539999962,0,0,-10.10000038,249.7100067,0,0,102440
1,243,-7.309999943,1.470000029,0,0,-10.07999992,249.7599945,0,0,102440
1,244,-7.670000076,1.429999948,0,0,-10.18000031,249.6799927,0,0,102440
1,245,-7.840000153,1.399999976,0,0,-10.17000008,249.6999969,0,0,102440
1,246,-7.900000095,1.379999995,0,0,-9.850000381,250.0399933,0,0,102440
1,247,-7.900000095,1.360000014,0,0,-8.989999771,250.9299927,0,0,102440
1,248,-5.400000095,1.649999976,40,28.37999916,-7.400000095,252.4499969,2,10,102440
1,249,-2.829999924,1.99000001,137.5399933,97.58000183,-4.949999809,254.8600006,0,0,102440
1,250,-1.5,2.140000105,91.16000366,91.16000366,-1.960000038,257.9200134,0,0,102440
1,251,-0.980000019,2.150000095,119.6600037,119.6600037,1.190000057,261.1600037,0,0,102440
1,252,-0.860000014,2.089999914,339.9299927,241.1799927,4.079999924,264.1499939,0,0,102440
1,253,-0.709999979,2.059999943,128.1699982,128.1699982,6.320000172,266.4500122,0,0,102440
1,254,-0.100000001,2.140000105,106.2600021,106.2600021,7.5,267.6400146,2,8,102440
1,255,0.699999988,2.319999933,184.4700012,130.8800049,7.340000153,267.4500122,0,0,102440
1,256,0.529999971,2.339999914,33.36999893,33.36999893,6.079999924,266.1600037,0,0,102440
1,257,0.07,2.329999924,0,0,4.079999924,264.1199951,0,0,102440
1,258,-0.550000012,2.25999999,0,0,1.690000057,261.6700134,0,0,102440
1,259,-1.25,2.190000057,0,0,-0.720000029,259.2000122,0,0,102440
1,260,-1.899999976,2.099999905,0,0,-2.799999952,257.0599976,4,7,102440
1,261,-2.430000067,2,0,0,-4.269999981,255.5399933,0,0,102440
1,262,-2.839999914,1.909999967,0,0,-5.179999828,254.6000061,0,0,102440
1,263,-3.150000095,1.820000052,0,0,-5.670000076,254.1000061,0,0,102440
1,264,-3.380000114,1.74000001,0,0,-5.860000134,250.5099945,0,0,102410
1,265,-3.559999943,1.690000057,0,0,-5.889999866,250.4700012,0,0,102410
1,266,-3.700000048,1.669999957,0,0,-5.900000095,250.4700012,2,7,102410
1,267,-3.829999924,1.669999957,0,0,-5.980000019,250.4100037,0,0,102410
1,268,-3.940000057,1.700000048,0,0,-6.050000191,250.3600006,0,0,102410
1,269,-4.019999981,1.730000019,0,0,-6.010000229,250.4400024,0,0,102410
1,270,-4.079999924,1.769999981,0,0,-5.739999771,250.75,0,0,102410
1,271,-4.099999905,1.799999952,0,0,-5.139999866,251.4199982,0,0,102410
1,272,-3.900000095,1.830000043,70.98999786,45.15999985,-4.099999905,252.5399933,3,7,102410
1,273,-3.519999981,1.850000024,69.06999969,69.06999969,-2.559999943,254.1699982,0,0,102410
1,274,-3.049999952,1.860000014,116.6600037,116.6600037,-0.709999979,256.1099854,0,0,102410
1,275,-2.50999999,1.860000014,152.9600067,152.9600067,1.190000057,258.0899963,0,0,102410
1,276,-1.919999957,1.860000014,169.9400024,169.9400024,2.910000086,259.8699951,0,0,102410
1,277,-1.309999943,1.870000005,163.7899933,163.7899933,4.199999809,261.1700134,0,0,102410
1,278,-0.699999988,1.899999976,472.7999878,300.7799988,4.800000191,261.75,4,10,102410
1,279,-0.300000012,1.940000057,92.48000336,92.48000336,4.559999943,261.4500122,0,0,102410
1,280,-0.360000014,1.940000057,149.6499939,95.19999695,3.630000114,260.4599915,0,0,102410
1,281,-0.529999971,1.960000038,0,0,2.25999999,259.0100098,0,0,102410
1,282,-0.779999971,1.99000001,0,0,0.709999979,257.3800049,0,0,102410
1,283,-1.080000043,2.039999962,0,0,-0.800000012,255.8099976,0,0,102410
1,284,-1.399999976,2.089999914,0,0,-2,254.5700073,3,6,102410
1,285,-1.710000038,2.150000095,0,0,-2.720000029,253.8600006,0,0,102410
1,286,-2.00999999,2.200000048,0,0,-3.029999971,253.5899963,0,0,102410
1,287,-2.279999971,2.25,0,0,-3.059999943,253.6100006,0,0,102410
1,288,-2.529999971,2.25999999,0,0,-2.940000057,257.0100098,0,0,102670
1,289,-2.74000001,2.25999999,0,0,-2.809999943,257.1700134,0,0,102670
1,290,-2.900000095,2.220000029,0,0,-2.799999952,257.1900024,0,0,102670
1,291,-3.019999981,2.140000105,0,0,-2.99000001,256.9700012,0,0,102670
1,292,-3.119999886,2.039999962,0,0,-3.319999933,256.6199951,0,0,102670
1,293,-3.220000029,1.919999957,0,0,-3.640000105,256.2600098,0,0,102670
1,294,-3.349999905,1.820000052,0,0,-3.849999905,256.0299988,0,0,102670
1,295,-3.529999971,1.74000001,0,0,-3.809999943,256.0599976,0,0,102670
1,296,-3.799999952,1.700000048,0.059999999,0.059999999,-3.400000095,256.5,4,5,102670
1,297,-4.150000095,1.720000029,0.200000003,0.200000003,-2.549999952,257.4200134,0,0,102670
1,298,-4.460000038,1.779999971,0.340000004,0.340000004,-1.409999967,258.6700134,0,0,102670
1,299,-4.599999905,1.889999986,0.439999998,0.439999998,-0.150000006,260.0299988,0,0,102670
1,300,-4.369999886,2.079999924,0.49000001,0.49000001,1.029999971,261.2799988,0,0,102670
1,301,-3.809999943,2.319999933,0.469999999,0.469999999,1.950000048,262.2399902,0,0,102670
1,302,-3.099999905,2.579999924,0.389999986,0.389999986,2.400000095,262.7099915,4,5,102670
1,303,-2.410000086,2.809999943,0.270000011,0.270000011,2.269999981,262.5599976,0,0,102670
1,304,-1.840000033,2.970000029,0.119999997,0.119999997,1.649999976,261.9100037,0,0,102670
1,305,-1.450000048,3.049999952,0,0,0.709999979,260.9100037,0,0,102670
1,306,-1.299999952,3.019999981,0,0,-0.389999986,259.75,0,0,102670
1,307,-1.950000048,2.779999971,0,0,-1.480000019,258.6199951,0,0,102670
1,308,-2.900000095,2.480000019,0,0,-2.400000095,257.6700134,3,4,102670
1,309,-3.059999943,2.359999895,0,0,-3.029999971,257,0,0,102670
1,310,-3,2.269999981,0,0,-3.400000095,256.5799866,0,0,102670
1,311,-3.460000038,2.099999905,0,0,-3.609999895,256.3599854,0,0,102670
1,312,-4.28000021,1.870000005,0,0,-3.720000029,256.2600098,0,0,103140
1,313,-5.050000191,1.679999948,0,0,-3.829999924,256.1700134,0,0,103140
1,314,-5.400000095,1.570000052,0,0,-4,255.9900055,2,7,103140
1,315,-5.46999979,1.519999981,0,0,-4.300000191,255.6699982,0,0,103140
1,316,-5.639999866,1.460000038,0,0,-4.679999828,255.2700043,0,0,103140
1,317,-5.880000114,1.419999957,0,0,-5.059999943,254.8800049,0,0,103140
1,318,-6.150000095,1.379999995,0,0,-5.380000114,254.5599976,0,0,103140
1,319,-6.400000095,1.360000014,0,0,-5.550000191,254.3999939,0,0,103140
1,320,-6.599999905,1.350000024,3.109999895,3.109999895,-5.5,254.4700012,2,6,103140
1,321,-6.71999979,1.379999995,10.21000004,10.21000004,-5.199999809,254.8000031,0,0,103140
1,322,-6.769999981,1.409999967,17.12999916,17.12999916,-4.730000019,255.3099976,0,0,103140
1,323,-6.789999962,1.460000038,22.40999985,22.40999985,-4.230000019,255.8500061,0,0,103140
1,324,-6.800000191,1.519999981,24.87000084,24.87000084,-3.819999933,256.2900085,0,0,103140
